Organization,Year,Language,Bytes
microsoft,2013,C,1196483
microsoft,2013,Shell,6870
microsoft,2013,Makefile,1118
microsoft,2013,Objective-C,709664
microsoft,2013,C,466833
microsoft,2013,Assembly,272130
microsoft,2013,C++,270394
microsoft,2013,Objective-C++,234433
microsoft,2013,Shell,10317
microsoft,2013,Makefile,3644
microsoft,2013,Swift,1736
microsoft,2013,Ruby,1359
microsoft,2013,Rich Text Format,352
microsoft,2014,C,48507
microsoft,2014,Shell,8274
microsoft,2014,Makefile,308
microsoft,2014,C#,1398994
microsoft,2014,Roff,871764
microsoft,2014,PowerShell,1413
microsoft,2014,Batchfile,878
microsoft,2014,PowerShell,3612170
microsoft,2014,Shell,2171396
microsoft,2014,Python,529062
microsoft,2014,C,33587
microsoft,2014,C++,5411
microsoft,2014,PHP,18652783
microsoft,2014,C++,993853
microsoft,2014,C,91595
microsoft,2014,Python,87133
microsoft,2014,TSQL,16012
microsoft,2014,M4,8463
microsoft,2014,Shell,7626
microsoft,2014,PowerShell,2717
microsoft,2014,HTML,31794
microsoft,2014,Ruby,48
microsoft,2014,TypeScript,132452327
microsoft,2014,JavaScript,182603
microsoft,2014,Shell,265
microsoft,2014,PHP,2467971
microsoft,2014,JavaScript,33224
microsoft,2014,CSS,29388
microsoft,2014,Mustache,9156
microsoft,2014,C++,5358489
microsoft,2014,C#,472891
microsoft,2014,PowerShell,13666
microsoft,2014,Batchfile,9970
microsoft,2014,C,2439
microsoft,2014,TypeScript,400203
microsoft,2014,JavaScript,64808
microsoft,2014,Shell,222
microsoft,2014,C#,409304
microsoft,2014,Batchfile,621
microsoft,2014,C++,3729761
microsoft,2014,CMake,49582
microsoft,2014,C,25033
microsoft,2014,HTML,16314
microsoft,2014,Shell,12413
microsoft,2014,JavaScript,12226
microsoft,2014,Makefile,6230
microsoft,2014,CSS,2830
microsoft,2014,C++,1000114
microsoft,2014,PowerShell,564083
microsoft,2014,C,13149
microsoft,2014,HTML,123397
microsoft,2014,C#,4199
microsoft,2014,PowerShell,1347
microsoft,2014,C#,94594
microsoft,2014,C#,181619676
microsoft,2014,Visual Basic .NET,2937748
microsoft,2014,JavaScript,704878
microsoft,2014,Perl,7373
microsoft,2014,Batchfile,1923
microsoft,2014,HTML,239
microsoft,2014,Python,4857
microsoft,2014,Shell,693
microsoft,2014,Java,2710200
microsoft,2014,C++,20176
microsoft,2014,C,1260
microsoft,2014,Kotlin,390
microsoft,2014,HTML,285
microsoft,2014,TypeScript,9932793
microsoft,2014,PowerShell,3020339
microsoft,2014,JavaScript,247245
microsoft,2014,C#,147764
microsoft,2014,HTML,96477
microsoft,2014,CSS,11340
microsoft,2014,TSQL,7822
microsoft,2014,Shell,5917
microsoft,2014,Java,4725
microsoft,2014,Python,3387
microsoft,2014,Batchfile,2997
microsoft,2014,Bicep,2414
microsoft,2014,C++,116656
microsoft,2014,C#,30933
microsoft,2014,C,677
microsoft,2014,Makefile,221
microsoft,2014,JavaScript,43442616
microsoft,2014,Python,181273
microsoft,2014,HTML,1017
microsoft,2015,PHP,516329
microsoft,2015,JavaScript,2442
microsoft,2015,CSS,1460
microsoft,2015,PHP,1436202
microsoft,2015,JavaScript,26171
microsoft,2015,CSS,6938
microsoft,2015,PHP,133772
microsoft,2015,CSS,481
microsoft,2015,PHP,90412
microsoft,2015,JavaScript,1593
microsoft,2015,PHP,99079
microsoft,2015,PHP,77823
microsoft,2015,PHP,14505
microsoft,2015,LLVM,110270100
microsoft,2015,C++,76210525
microsoft,2015,Assembly,40813213
microsoft,2015,Python,895335
microsoft,2015,C,837359
microsoft,2015,CMake,491367
microsoft,2015,OCaml,304968
microsoft,2015,Go,139356
microsoft,2015,Shell,95545
microsoft,2015,Perl,25354
microsoft,2015,HTML,20612
microsoft,2015,Vim Script,17437
microsoft,2015,CSS,12438
microsoft,2015,Emacs Lisp,10676
microsoft,2015,Objective-C,10226
microsoft,2015,Batchfile,7688
microsoft,2015,Dockerfile,5797
microsoft,2015,NASL,5724
microsoft,2015,Starlark,284
microsoft,2015,Swift,271
microsoft,2015,Roff,39
microsoft,2015,C++,63262429
microsoft,2015,C,20160001
microsoft,2015,Objective-C,4464044
microsoft,2015,HTML,1043438
microsoft,2015,Objective-C++,750809
microsoft,2015,Python,729470
microsoft,2015,Cuda,313061
microsoft,2015,CMake,152347
microsoft,2015,Perl,94919
microsoft,2015,JavaScript,42269
microsoft,2015,Assembly,41471
microsoft,2015,C#,27896
microsoft,2015,LLVM,23184
microsoft,2015,Emacs Lisp,16915
microsoft,2015,Roff,10844
microsoft,2015,Shell,9599
microsoft,2015,Mathematica,9412
microsoft,2015,Makefile,8489
microsoft,2015,CSS,8395
microsoft,2015,Fortran,8180
microsoft,2015,Cool,7083
microsoft,2015,M,4660
microsoft,2015,Dockerfile,2054
microsoft,2015,AppleScript,1429
microsoft,2015,RenderScript,741
microsoft,2015,SWIG,635
microsoft,2015,Rust,200
microsoft,2015,Batchfile,73
microsoft,2015,JavaScript,3056
microsoft,2015,C,23587083
microsoft,2015,C++,3444617
microsoft,2015,Assembly,139867
microsoft,2015,CMake,131034
microsoft,2015,Makefile,82306
microsoft,2015,Python,66568
microsoft,2015,Objective-C,30422
microsoft,2015,Shell,29604
microsoft,2015,Objective-C++,10133
microsoft,2015,HTML,6761
microsoft,2015,Batchfile,1334
microsoft,2015,CSS,1191
microsoft,2015,Logos,1137858439
microsoft,2015,RPC,434679476
microsoft,2015,C,40317556
microsoft,2015,C++,11714023
microsoft,2015,Awk,1747037
microsoft,2015,PostScript,786897
microsoft,2015,OpenEdge ABL,690534
microsoft,2015,Rich Text Format,570636
microsoft,2015,Makefile,312771
microsoft,2015,Shell,264766
microsoft,2015,Perl,260927
microsoft,2015,TeX,213162
microsoft,2015,Yacc,163440
microsoft,2015,Fortran,159469
microsoft,2015,HTML,114049
microsoft,2015,Emacs Lisp,93455
microsoft,2015,Lua,86606
microsoft,2015,Roff,63114
microsoft,2015,Objective-C,32938
microsoft,2015,JavaScript,31474
microsoft,2015,Python,31229
microsoft,2015,POV-Ray SDL,19471
microsoft,2015,M4,16186
microsoft,2015,QMake,15580
microsoft,2015,Tcl,8285
microsoft,2015,Limbo,6774
microsoft,2015,GAP,6167
microsoft,2015,Objective-C++,5204
microsoft,2015,LLVM,3301
microsoft,2015,NASL,2819
microsoft,2015,Scheme,2654
microsoft,2015,CSS,1882
microsoft,2015,Pascal,391
microsoft,2015,Pawn,250
microsoft,2015,Batchfile,176
microsoft,2015,Brainfuck,123
microsoft,2015,C#,319835
microsoft,2015,Batchfile,344
microsoft,2015,Java,33380
microsoft,2015,HTML,6897
microsoft,2015,JavaScript,64387
microsoft,2015,C#,532823
microsoft,2015,Batchfile,2184
microsoft,2015,Groovy,949
microsoft,2015,C#,504241
microsoft,2015,Batchfile,1665
microsoft,2015,C#,212002
microsoft,2015,Batchfile,1856
microsoft,2015,Java,375931
microsoft,2015,C,195813
microsoft,2015,C++,52409
microsoft,2015,Shell,29782
microsoft,2015,R,15542
microsoft,2015,PHP,9445
microsoft,2015,Makefile,8160
microsoft,2015,M4,7854
microsoft,2015,Batchfile,622
microsoft,2015,C++,2208344
microsoft,2015,Python,45078
microsoft,2015,C,24829
microsoft,2015,CMake,17141
microsoft,2015,C#,8766145
microsoft,2015,JavaScript,5047931
microsoft,2015,GLSL,1645166
microsoft,2015,TypeScript,174037
microsoft,2015,CSS,17850
microsoft,2015,Yacc,12071
microsoft,2015,Batchfile,11515
microsoft,2015,HTML,6724
microsoft,2015,Makefile,4798
microsoft,2015,Lex,3135
microsoft,2015,PowerShell,1324
microsoft,2015,Shell,552
microsoft,2015,Python,516
microsoft,2015,C#,260836
microsoft,2015,HTML,1858
microsoft,2015,Batchfile,18
microsoft,2015,C,10647926
microsoft,2015,C++,6262144
microsoft,2015,PowerShell,6314
microsoft,2015,JavaScript,7089888
microsoft,2015,HTML,813664
microsoft,2015,C++,789249
microsoft,2015,CSS,584338
microsoft,2015,C#,206095
microsoft,2015,Visual Basic .NET,178132
microsoft,2015,C,34297
microsoft,2015,PowerShell,12441
microsoft,2015,HLSL,6845
microsoft,2015,ASP.NET,5146
microsoft,2015,Batchfile,1657
microsoft,2015,C,28426058
microsoft,2015,C++,11444464
microsoft,2015,HTML,337473
microsoft,2015,ASL,50472
microsoft,2015,Roff,45880
microsoft,2015,PowerShell,28415
microsoft,2015,Batchfile,20275
microsoft,2015,Makefile,9383
microsoft,2015,PHP,998
microsoft,2015,BitBake,926
microsoft,2015,Visual Basic 6.0,162
microsoft,2015,C,17618600
microsoft,2015,C++,3018868
microsoft,2015,Verilog,1371172
microsoft,2015,C#,7019
microsoft,2015,Batchfile,5192
microsoft,2015,PHP,1939
microsoft,2015,Makefile,1898
microsoft,2015,Tcl,1636
microsoft,2015,Python,1316
microsoft,2015,MATLAB,733
microsoft,2015,NASL,252
microsoft,2015,C#,11903516
microsoft,2015,Python,637790
microsoft,2015,Rich Text Format,260880
microsoft,2015,HTML,213652
microsoft,2015,C++,182793
microsoft,2015,JavaScript,44401
microsoft,2015,PowerShell,31455
microsoft,2015,Tcl,24968
microsoft,2015,C,21444
microsoft,2015,Vim Snippet,17303
microsoft,2015,Batchfile,8094
microsoft,2015,CSS,4109
microsoft,2015,Smarty,3663
microsoft,2015,Pug,2807
microsoft,2015,ASP.NET,109
microsoft,2015,C++,214852
microsoft,2015,C#,23221
microsoft,2015,PowerShell,11920
microsoft,2015,Shell,6319
microsoft,2015,C#,13546140
microsoft,2015,HTML,629658
microsoft,2015,Roff,525260
microsoft,2015,Rich Text Format,93025
microsoft,2015,Shell,65750
microsoft,2015,C,52742
microsoft,2015,C++,47458
microsoft,2015,Smalltalk,15324
microsoft,2015,Assembly,1680
microsoft,2015,Dockerfile,1396
microsoft,2015,Batchfile,715
microsoft,2015,C#,5030425
microsoft,2015,JavaScript,94722
microsoft,2015,HTML,31540
microsoft,2015,TypeScript,17413
microsoft,2015,PowerShell,9002
microsoft,2015,Pug,5719
microsoft,2015,Vue,5214
microsoft,2015,Batchfile,4018
microsoft,2015,Python,2466
microsoft,2015,CSS,2417
microsoft,2015,ASP.NET,112
microsoft,2015,Less,9
microsoft,2015,TypeScript,4656993
microsoft,2015,JavaScript,4027078
microsoft,2015,PowerShell,162533
microsoft,2015,HTML,91280
microsoft,2015,CSS,7441
microsoft,2015,Shell,1544
microsoft,2015,Batchfile,392
microsoft,2015,C++,3300267
microsoft,2015,Shell,124832
microsoft,2015,Makefile,83773
microsoft,2015,C,11230
microsoft,2015,Assembly,2517
microsoft,2015,C++,525183
microsoft,2015,CMake,23386
microsoft,2015,PowerShell,4402
microsoft,2015,Batchfile,2070
microsoft,2015,C++,2362959
microsoft,2015,C,343232
microsoft,2015,HLSL,193017
microsoft,2015,CMake,37730
microsoft,2015,PowerShell,7699
microsoft,2015,Batchfile,6251
microsoft,2015,C++,1719634
microsoft,2015,HLSL,119827
microsoft,2015,C#,64800
microsoft,2015,CMake,30342
microsoft,2015,Batchfile,16763
microsoft,2015,PowerShell,7463
microsoft,2015,C++,1321237
microsoft,2015,CMake,24837
microsoft,2015,PowerShell,4364
microsoft,2015,Batchfile,2070
microsoft,2015,C#,4079368
microsoft,2015,C++,177194
microsoft,2015,PowerShell,26047
microsoft,2015,JavaScript,8906
microsoft,2015,C,8405
microsoft,2015,Visual Basic .NET,1644
microsoft,2015,Batchfile,213
microsoft,2015,Lex,25
microsoft,2015,C#,1067000
microsoft,2015,HLSL,19886
microsoft,2015,ShaderLab,15250
microsoft,2015,TypeScript,52492
microsoft,2015,JavaScript,17648
microsoft,2015,HTML,68
microsoft,2015,TypeScript,263704
microsoft,2015,JavaScript,5264
microsoft,2015,SCSS,5235
microsoft,2015,HTML,4726
microsoft,2015,Java,191210
microsoft,2015,R,828
microsoft,2015,JavaScript,4047143
microsoft,2015,CSS,469710
microsoft,2015,Java,265741
microsoft,2015,HTML,47221
microsoft,2015,Shell,10653
microsoft,2015,Puppet,7082
microsoft,2015,Ruby,5138
microsoft,2015,Groovy,4032
microsoft,2015,PowerShell,3067
microsoft,2015,Python,1515
microsoft,2015,Dockerfile,409
microsoft,2015,Batchfile,86
microsoft,2015,C#,125386
microsoft,2015,C#,79729
microsoft,2015,C#,119346
microsoft,2015,Java,61484
microsoft,2015,Java,50160
microsoft,2015,R,63
microsoft,2015,TypeScript,583631
microsoft,2015,JavaScript,123201
microsoft,2015,Handlebars,26785
microsoft,2015,HTML,15285
microsoft,2015,CSS,1681
microsoft,2015,C++,2606000
microsoft,2015,JavaScript,1061159
microsoft,2015,C,173994
microsoft,2015,C#,127622
microsoft,2015,PHP,119545
microsoft,2015,HTML,85092
microsoft,2015,Shell,54993
microsoft,2015,CMake,49391
microsoft,2015,Python,32200
microsoft,2015,Batchfile,28590
microsoft,2015,CSS,18321
microsoft,2015,Thrift,3583
microsoft,2015,Dockerfile,714
microsoft,2015,Java,283385
microsoft,2015,R,828
microsoft,2015,C#,1696536
microsoft,2015,C++,23572
microsoft,2015,HLSL,7233
microsoft,2015,C,1082
microsoft,2015,Batchfile,1040
microsoft,2015,C#,2751765
microsoft,2015,C,487853
microsoft,2015,C++,149394
microsoft,2015,Batchfile,19427
microsoft,2015,Shell,7153
microsoft,2015,PowerShell,3830
microsoft,2015,AppleScript,1135
microsoft,2015,Dockerfile,228
microsoft,2015,C,793898
microsoft,2015,Objective-C,403959
microsoft,2015,JavaScript,137173
microsoft,2015,Java,126820
microsoft,2015,C#,103711
microsoft,2015,C++,100422
microsoft,2015,TypeScript,98532
microsoft,2015,Objective-C++,1387
microsoft,2015,Ruby,1090
microsoft,2015,C++,4836333
microsoft,2015,C,1433629
microsoft,2015,HLSL,513935
microsoft,2015,Python,7846
microsoft,2015,Batchfile,615
microsoft,2015,Python,4681695
microsoft,2015,Shell,184
microsoft,2015,C#,8009737
microsoft,2015,PowerShell,45906
microsoft,2015,HTML,11728
microsoft,2015,Batchfile,817
microsoft,2015,C,4619453
microsoft,2015,C++,1619537
microsoft,2015,Java,78918
microsoft,2015,C++,558011
microsoft,2015,C,23847
microsoft,2015,Makefile,221
microsoft,2015,C#,100325
microsoft,2015,Go,196847
microsoft,2015,PowerShell,2404
microsoft,2015,C#,1748030
microsoft,2015,C++,99353
microsoft,2015,PowerShell,1111
microsoft,2015,C,13939405
microsoft,2015,Objective-C++,11702894
microsoft,2015,Objective-C,10068707
microsoft,2015,C++,5301638
microsoft,2015,C#,357118
microsoft,2015,Mathematica,77709
microsoft,2015,PowerShell,54816
microsoft,2015,Assembly,13134
microsoft,2015,Yacc,9740
microsoft,2015,Python,7658
microsoft,2015,Makefile,5307
microsoft,2015,Lex,4667
microsoft,2015,Shell,457
microsoft,2015,Batchfile,136
microsoft,2015,C#,30065
microsoft,2015,Go,3792772
microsoft,2015,Open Policy Agent,74146
microsoft,2015,C,24331
microsoft,2015,PowerShell,15034
microsoft,2015,Dockerfile,11794
microsoft,2015,Makefile,3100
microsoft,2015,Shell,2527
microsoft,2015,TypeScript,4270931
microsoft,2015,JavaScript,22197
microsoft,2015,TypeScript,783907
microsoft,2015,PowerShell,310811
microsoft,2015,JavaScript,22593
microsoft,2015,C#,13363
microsoft,2015,Shell,200
microsoft,2015,Batchfile,181
microsoft,2015,HTML,35
microsoft,2015,JavaScript,101911
microsoft,2015,SCSS,13859
microsoft,2015,Procfile,70
microsoft,2015,JavaScript,3445
microsoft,2015,R,467
microsoft,2015,C#,179623
microsoft,2015,Smalltalk,1544
microsoft,2015,Batchfile,117
microsoft,2015,R,29646
microsoft,2015,TypeScript,277373
microsoft,2015,PowerShell,527
microsoft,2015,JavaScript,523
microsoft,2015,Batchfile,122
microsoft,2015,C,121487
microsoft,2015,C++,60821
microsoft,2015,Batchfile,9231
microsoft,2015,C#,709974
microsoft,2015,C#,624533
microsoft,2015,JavaScript,25192
microsoft,2015,HTML,5496
microsoft,2015,PowerShell,3254
microsoft,2015,Shell,1513
microsoft,2015,CSS,971
microsoft,2015,C++,123053
microsoft,2015,C,559
microsoft,2015,Batchfile,313
microsoft,2015,C#,242993105
microsoft,2015,PowerShell,1635588
microsoft,2015,HTML,872907
microsoft,2015,C,596330
microsoft,2015,TypeScript,465807
microsoft,2015,JavaScript,247230
microsoft,2015,C++,75305
microsoft,2015,Shell,43188
microsoft,2015,Batchfile,33008
microsoft,2015,CSS,29137
microsoft,2015,Java,21369
microsoft,2015,Python,12256
microsoft,2015,CMake,143
microsoft,2015,C++,258909
microsoft,2015,CMake,13427
microsoft,2015,C#,322761
microsoft,2015,C++,68721
microsoft,2015,C,5997
microsoft,2015,Batchfile,4744
microsoft,2015,Shell,518
microsoft,2015,Markdown,12103275
microsoft,2015,CSS,4361
microsoft,2015,JavaScript,2124
microsoft,2015,Shell,1493
microsoft,2015,Dockerfile,267
microsoft,2015,C++,404903
microsoft,2015,HLSL,3104
microsoft,2015,C,2119
microsoft,2015,TypeScript,1790255
microsoft,2015,JavaScript,37077
microsoft,2015,Batchfile,5852
microsoft,2015,HTML,4957
microsoft,2015,Jupyter Notebook,3018
microsoft,2015,Shell,1579
microsoft,2015,TypeScript,68973938
microsoft,2015,CSS,1026612
microsoft,2015,JavaScript,839864
microsoft,2015,Rust,500641
microsoft,2015,HTML,393822
microsoft,2015,Inno Setup,309534
microsoft,2015,Scilab,202892
microsoft,2015,Shell,101750
microsoft,2015,Batchfile,18993
microsoft,2015,PowerShell,16380
microsoft,2015,Tree-sitter Query,12040
microsoft,2015,SCSS,6732
microsoft,2015,Groovy,3928
microsoft,2015,Cuda,3634
microsoft,2015,C++,2745
microsoft,2015,Makefile,2307
microsoft,2015,Python,2171
microsoft,2015,Scheme,2166
microsoft,2015,Perl,1922
microsoft,2015,Ruby,1703
microsoft,2015,TeX,1602
microsoft,2015,Objective-C,1387
microsoft,2015,Objective-C++,1387
microsoft,2015,Clojure,1206
microsoft,2015,Handlebars,1064
microsoft,2015,Less,1029
microsoft,2015,PHP,998
microsoft,2015,Dockerfile,960
microsoft,2015,Julia,940
microsoft,2015,Jupyter Notebook,929
microsoft,2015,Visual Basic .NET,893
microsoft,2015,C#,864
microsoft,2015,C,818
microsoft,2015,Raku,761
microsoft,2015,Pug,654
microsoft,2015,Go,652
microsoft,2015,F#,634
microsoft,2015,Java,599
microsoft,2015,CoffeeScript,590
microsoft,2015,R,362
microsoft,2015,Roff,351
microsoft,2015,ShaderLab,330
microsoft,2015,Dart,324
microsoft,2015,Swift,284
microsoft,2015,Lua,252
microsoft,2015,HLSL,184
microsoft,2015,Hack,16
microsoft,2015,HTML,24090
microsoft,2015,TypeScript,21989
microsoft,2015,SCSS,5626
microsoft,2015,JavaScript,1251
microsoft,2015,Ruby,509
microsoft,2015,TypeScript,223821
microsoft,2015,JavaScript,6234
microsoft,2015,SCSS,6030
microsoft,2015,Groovy,3928
microsoft,2015,CSS,3257
microsoft,2015,HTML,2518
microsoft,2015,Python,2119
microsoft,2015,Perl,1922
microsoft,2015,Ruby,1703
microsoft,2015,PowerShell,1432
microsoft,2015,Objective-C,1387
microsoft,2015,Go,1226
microsoft,2015,Clojure,1206
microsoft,2015,Handlebars,1064
microsoft,2015,Less,1014
microsoft,2015,C++,1000
microsoft,2015,Visual Basic .NET,893
microsoft,2015,C,818
microsoft,2015,PHP,802
microsoft,2015,F#,634
microsoft,2015,Shell,634
microsoft,2015,CoffeeScript,590
microsoft,2015,Java,576
microsoft,2015,Makefile,553
microsoft,2015,Rust,532
microsoft,2015,Batchfile,488
microsoft,2015,Dockerfile,425
microsoft,2015,R,362
microsoft,2015,ShaderLab,330
microsoft,2015,Lua,252
microsoft,2015,Swift,220
microsoft,2015,Pug,22
microsoft,2015,C++,18385
microsoft,2015,Makefile,384
microsoft,2015,Batchfile,184
microsoft,2015,C#,2014967
microsoft,2015,PowerShell,170390
microsoft,2015,Shell,121766
microsoft,2015,CMake,14054
microsoft,2015,Batchfile,783
microsoft,2015,TypeScript,258402
microsoft,2015,Dockerfile,302
microsoft,2015,JavaScript,57
microsoft,2015,Dafny,4739485
microsoft,2015,C#,2260144
microsoft,2015,C++,325101
microsoft,2015,F#,183280
microsoft,2015,Assembly,107599
microsoft,2015,Python,68538
microsoft,2015,Boogie,59855
microsoft,2015,C,52100
microsoft,2015,PowerShell,20825
microsoft,2015,Makefile,9233
microsoft,2015,Batchfile,4099
microsoft,2015,SMT,3926
microsoft,2015,Vim Script,1594
microsoft,2015,Shell,119
microsoft,2015,JavaScript,151042
microsoft,2015,TypeScript,8401
microsoft,2015,Jupyter Notebook,1083
microsoft,2015,Dockerfile,408
microsoft,2015,CSS,80
microsoft,2015,C#,4415612
microsoft,2015,Batchfile,4100
microsoft,2015,PowerShell,3991
microsoft,2015,TypeScript,425813
microsoft,2015,JavaScript,15199
microsoft,2015,HTML,187
microsoft,2015,C++,2022928
microsoft,2015,C,141000
microsoft,2015,Visual Basic .NET,16472
microsoft,2015,HLSL,11940
microsoft,2015,GLSL,6069
microsoft,2015,LLVM,2778
microsoft,2015,Assembly,2353
microsoft,2015,Batchfile,1872
microsoft,2015,PowerShell,79
microsoft,2015,TypeScript,138743
microsoft,2015,JavaScript,21101
microsoft,2015,TypeScript,98103
microsoft,2015,JavaScript,1711
microsoft,2015,C#,1273830
microsoft,2015,PowerShell,16384
microsoft,2015,Batchfile,11897
microsoft,2015,Shell,6509
microsoft,2015,C,1991
microsoft,2015,C++,598
microsoft,2015,Haskell,30
microsoft,2015,JavaScript,58059
microsoft,2015,HTML,12317
microsoft,2015,HTML,316429
microsoft,2015,JavaScript,270015
microsoft,2015,CSS,19054
microsoft,2015,Batchfile,4044
microsoft,2015,Shell,68
microsoft,2015,TypeScript,68599
microsoft,2015,C,162826
microsoft,2015,Python,20425
microsoft,2015,Makefile,1463
microsoft,2015,CMake,476
microsoft,2015,TypeScript,5350
microsoft,2015,C++,302773
microsoft,2015,C,13651
microsoft,2015,CMake,8305
microsoft,2015,Perl,7138
microsoft,2015,Makefile,1396
microsoft,2015,Dockerfile,1145
microsoft,2015,Batchfile,1142
microsoft,2015,sed,329
microsoft,2015,TypeScript,891686
microsoft,2015,JavaScript,7120
microsoft,2015,Shell,1033
microsoft,2015,Python,877
microsoft,2015,PHP,63320
microsoft,2015,CSS,2779
microsoft,2015,C#,490006
microsoft,2015,Python,177460
microsoft,2015,Jupyter Notebook,157731
microsoft,2015,HTML,5135
microsoft,2015,TypeScript,144317
microsoft,2015,JavaScript,37
microsoft,2015,JavaScript,24684
microsoft,2015,Shell,3662
microsoft,2015,PowerShell,3485
microsoft,2015,Batchfile,2858
microsoft,2015,C#,1962073
microsoft,2015,Batchfile,1329
microsoft,2015,TypeScript,229354
microsoft,2015,Jupyter Notebook,115246
microsoft,2015,JavaScript,21463
microsoft,2015,Vue,1174
microsoft,2015,HTML,186
microsoft,2015,Shell,114
microsoft,2015,C#,1762535
microsoft,2015,Scala,212361
microsoft,2015,PowerShell,37972
microsoft,2015,C++,28677
microsoft,2015,Batchfile,25333
microsoft,2015,Shell,13708
microsoft,2015,Python,8559
microsoft,2015,C,3004
microsoft,2015,F#,1598
microsoft,2015,Java,1004
microsoft,2015,C#,20271
microsoft,2015,C++,126638
microsoft,2015,C,12733
microsoft,2015,TypeScript,578586
microsoft,2015,Linker Script,198449
microsoft,2015,JavaScript,110053
microsoft,2015,Rust,25253
microsoft,2015,CSS,10549
microsoft,2015,Jupyter Notebook,6110
microsoft,2015,HTML,1419
microsoft,2015,Shell,329
microsoft,2015,C#,5675887
microsoft,2015,C,867412
microsoft,2015,PowerShell,28027
microsoft,2015,C++,22780
microsoft,2015,Java,6366
microsoft,2015,Batchfile,6291
microsoft,2015,Perl,1842
microsoft,2015,JavaScript,971
microsoft,2015,Shell,511
microsoft,2015,C#,58200
microsoft,2015,TypeScript,8993
microsoft,2015,Makefile,932
microsoft,2015,C#,2636528
microsoft,2015,XSLT,20992
microsoft,2015,HTML,9248
microsoft,2015,C++,5852
microsoft,2015,Makefile,3721
microsoft,2015,C,221
microsoft,2015,C++,4591462
microsoft,2015,C#,193190
microsoft,2015,C,93399
microsoft,2015,SWIG,24122
microsoft,2015,HLSL,21077
microsoft,2015,Batchfile,16796
microsoft,2015,Java,14753
microsoft,2015,CSS,8802
microsoft,2015,Makefile,834
microsoft,2015,Shell,506
microsoft,2015,JavaScript,185521
microsoft,2015,TypeScript,115574
microsoft,2015,HTML,6070
microsoft,2015,CSS,4667
microsoft,2015,TypeScript,2299082
microsoft,2015,Pug,399946
microsoft,2015,JavaScript,34816
microsoft,2015,CSS,11593
microsoft,2015,PLpgSQL,9073
microsoft,2015,Less,7514
microsoft,2015,Dockerfile,3527
microsoft,2015,SCSS,187
microsoft,2015,Shell,69
microsoft,2015,PowerShell,640990
microsoft,2015,C,225143
microsoft,2015,Go,37559
microsoft,2015,Shell,18052
microsoft,2015,Python,11683
microsoft,2015,Batchfile,4012
microsoft,2015,Dockerfile,71
microsoft,2015,C,2806173
microsoft,2015,C#,2750178
microsoft,2015,C++,2424015
microsoft,2015,Java,1602343
microsoft,2015,Python,828773
microsoft,2015,TypeScript,813334
microsoft,2015,Batchfile,23775
microsoft,2015,Makefile,2243
microsoft,2015,Smalltalk,1348
microsoft,2015,C,34791691
microsoft,2015,C++,5179628
microsoft,2015,Makefile,174752
microsoft,2015,Shell,144101
microsoft,2015,Yacc,105021
microsoft,2015,Lex,21541
microsoft,2015,Batchfile,15502
microsoft,2015,Python,10072
microsoft,2015,sed,2982
microsoft,2015,Pascal,2968
microsoft,2015,Assembly,2082
microsoft,2015,BitBake,108
microsoft,2015,C++,5240764
microsoft,2015,Python,75208
microsoft,2015,Makefile,74547
microsoft,2015,Shell,17559
microsoft,2015,C,6446
microsoft,2015,XSLT,3957
microsoft,2015,Assembly,2597
microsoft,2015,Batchfile,460
microsoft,2015,C++,3305540
microsoft,2015,C,1498705
microsoft,2015,Makefile,139031
microsoft,2015,Shell,117559
microsoft,2015,IDL,32175
microsoft,2015,Python,23453
microsoft,2015,XSLT,3957
microsoft,2015,Batchfile,460
microsoft,2015,C++,10906168
microsoft,2015,Jupyter Notebook,4765537
microsoft,2015,Python,2396698
microsoft,2015,Cuda,762435
microsoft,2015,C#,201374
microsoft,2015,Shell,173589
microsoft,2015,SWIG,167469
microsoft,2015,Bikeshed,133021
microsoft,2015,PowerShell,131647
microsoft,2015,Makefile,84671
microsoft,2015,C,62917
microsoft,2015,Batchfile,43142
microsoft,2015,CMake,35987
microsoft,2015,Dockerfile,21103
microsoft,2015,Java,12743
microsoft,2015,Perl,12728
microsoft,2015,BrighterScript,10390
microsoft,2015,MATLAB,2932
microsoft,2015,HTML,2164
microsoft,2015,Awk,675
microsoft,2015,Java,104238
microsoft,2015,TypeScript,31119
microsoft,2015,JavaScript,5173
microsoft,2015,C++,2852
microsoft,2015,JavaScript,2314
microsoft,2015,Python,890
microsoft,2015,C#,404811
microsoft,2015,Batchfile,234
microsoft,2015,Shell,2254
microsoft,2015,Makefile,662
microsoft,2015,C#,1721103
microsoft,2015,PowerShell,38962
microsoft,2015,Smalltalk,5166
microsoft,2015,Batchfile,4912
microsoft,2015,C#,366626
microsoft,2015,Rich Text Format,120076
microsoft,2015,Smalltalk,3567
microsoft,2015,Batchfile,91
microsoft,2015,TypeScript,98893
microsoft,2015,Shell,509
microsoft,2015,Shell,2254
microsoft,2015,Makefile,868
microsoft,2015,F#,104714
microsoft,2015,C++,886600
microsoft,2015,C,146428
microsoft,2015,Makefile,32932
microsoft,2015,Shell,25293
microsoft,2015,IDL,7506
microsoft,2015,C++,485143
microsoft,2015,C,169474
microsoft,2015,Shell,35900
microsoft,2015,Makefile,35638
microsoft,2015,IDL,6603
microsoft,2015,C#,420922
microsoft,2015,Batchfile,2481
